产品编号,图片序号,图片类型,CDN_URL,文件名,是否主图,品牌标签,检测方法,置信度,处理时间
802559 RENE WS04SH,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802559%20RENE%20WS04SH_4.jpg,802559%20RENE%20WS04SH_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802559 RENE WS04SH,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802559%20RENE%20WS04SH_5.jpg,802559%20RENE%20WS04SH_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802559 RENE WS04SH,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802559%20RENE%20WS04SH_6.jpg,802559%20RENE%20WS04SH_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802559 RENE WS04SH,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802559%20RENE%20WS04SH_7.jpg,802559%20RENE%20WS04SH_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802559 RENE WS04SH,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802559%20RENE%20WS04SH_8.jpg,802559%20RENE%20WS04SH_8.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802559 RENE WS04SH,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802559%20RENE%20WS04SH_9.jpg,802559%20RENE%20WS04SH_9.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802559 RENE WS04SH,7,附图6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802559%20RENE%20WS04SH_10.jpg,802559%20RENE%20WS04SH_10.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802559 RENE WS04SH,8,附图7,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802559%20RENE%20WS04SH_11.jpg,802559%20RENE%20WS04SH_11.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802559 RENE WS04SH,9,附图8,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802559%20RENE%20WS04SH_2.jpg,802559%20RENE%20WS04SH_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802559 RENE WS04SH,10,附图9,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802559%20RENE%20WS04SH_3.jpg,802559%20RENE%20WS04SH_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802561 RENE WS04SH,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802561%20RENE%20WS04SH_4.jpg,802561%20RENE%20WS04SH_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802561 RENE WS04SH,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802561%20RENE%20WS04SH_5.jpg,802561%20RENE%20WS04SH_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802561 RENE WS04SH,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802561%20RENE%20WS04SH_6.jpg,802561%20RENE%20WS04SH_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802561 RENE WS04SH,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802561%20RENE%20WS04SH_7.jpg,802561%20RENE%20WS04SH_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802561 RENE WS04SH,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802561%20RENE%20WS04SH_8.jpg,802561%20RENE%20WS04SH_8.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802561 RENE WS04SH,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802561%20RENE%20WS04SH_9.jpg,802561%20RENE%20WS04SH_9.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802561 RENE WS04SH,7,附图6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802561%20RENE%20WS04SH_10.jpg,802561%20RENE%20WS04SH_10.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802561 RENE WS04SH,8,附图7,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802561%20RENE%20WS04SH_11.jpg,802561%20RENE%20WS04SH_11.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802561 RENE WS04SH,9,附图8,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802561%20RENE%20WS04SH_12.jpg,802561%20RENE%20WS04SH_12.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802561 RENE WS04SH,10,附图9,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802561%20RENE%20WS04SH_2.jpg,802561%20RENE%20WS04SH_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802561 RENE WS04SH,11,附图10,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802561%20RENE%20WS04SH_3.jpg,802561%20RENE%20WS04SH_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802562 RENE WS04SH,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802562%20RENE%20WS04SH_4.jpg,802562%20RENE%20WS04SH_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802562 RENE WS04SH,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802562%20RENE%20WS04SH_5.jpg,802562%20RENE%20WS04SH_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802562 RENE WS04SH,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802562%20RENE%20WS04SH_6.jpg,802562%20RENE%20WS04SH_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802562 RENE WS04SH,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802562%20RENE%20WS04SH_7.jpg,802562%20RENE%20WS04SH_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802562 RENE WS04SH,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802562%20RENE%20WS04SH_8.jpg,802562%20RENE%20WS04SH_8.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802562 RENE WS04SH,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802562%20RENE%20WS04SH_9.jpg,802562%20RENE%20WS04SH_9.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802562 RENE WS04SH,7,附图6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802562%20RENE%20WS04SH_10.jpg,802562%20RENE%20WS04SH_10.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802562 RENE WS04SH,8,附图7,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802562%20RENE%20WS04SH_11.jpg,802562%20RENE%20WS04SH_11.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802562 RENE WS04SH,9,附图8,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802562%20RENE%20WS04SH_2.jpg,802562%20RENE%20WS04SH_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802562 RENE WS04SH,10,附图9,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802562%20RENE%20WS04SH_3.jpg,802562%20RENE%20WS04SH_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802563 RENE WS04SH,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802563%20RENE%20WS04SH_4.jpg,802563%20RENE%20WS04SH_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802563 RENE WS04SH,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802563%20RENE%20WS04SH_5.jpg,802563%20RENE%20WS04SH_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802563 RENE WS04SH,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802563%20RENE%20WS04SH_6.jpg,802563%20RENE%20WS04SH_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802563 RENE WS04SH,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802563%20RENE%20WS04SH_7.jpg,802563%20RENE%20WS04SH_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802563 RENE WS04SH,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802563%20RENE%20WS04SH_8.jpg,802563%20RENE%20WS04SH_8.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802563 RENE WS04SH,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802563%20RENE%20WS04SH_9.jpg,802563%20RENE%20WS04SH_9.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802563 RENE WS04SH,7,附图6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802563%20RENE%20WS04SH_10.jpg,802563%20RENE%20WS04SH_10.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802563 RENE WS04SH,8,附图7,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802563%20RENE%20WS04SH_2.jpg,802563%20RENE%20WS04SH_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802563 RENE WS04SH,9,附图8,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802563%20RENE%20WS04SH_3.jpg,802563%20RENE%20WS04SH_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802564 RENE WS04SH,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802564%20RENE%20WS04SH_4.jpg,802564%20RENE%20WS04SH_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802564 RENE WS04SH,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802564%20RENE%20WS04SH_5.jpg,802564%20RENE%20WS04SH_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802564 RENE WS04SH,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802564%20RENE%20WS04SH_6.jpg,802564%20RENE%20WS04SH_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802564 RENE WS04SH,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802564%20RENE%20WS04SH_7.jpg,802564%20RENE%20WS04SH_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802564 RENE WS04SH,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802564%20RENE%20WS04SH_8.jpg,802564%20RENE%20WS04SH_8.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802564 RENE WS04SH,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802564%20RENE%20WS04SH_2.jpg,802564%20RENE%20WS04SH_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802564 RENE WS04SH,7,附图6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802564%20RENE%20WS04SH_3.jpg,802564%20RENE%20WS04SH_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802565 RENE WS04SH,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802565%20RENE%20WS04SH_4.jpg,802565%20RENE%20WS04SH_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802565 RENE WS04SH,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802565%20RENE%20WS04SH_5.jpg,802565%20RENE%20WS04SH_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802565 RENE WS04SH,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802565%20RENE%20WS04SH_6.jpg,802565%20RENE%20WS04SH_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802565 RENE WS04SH,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802565%20RENE%20WS04SH_7.jpg,802565%20RENE%20WS04SH_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802565 RENE WS04SH,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802565%20RENE%20WS04SH_8.jpg,802565%20RENE%20WS04SH_8.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802565 RENE WS04SH,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802565%20RENE%20WS04SH_9.jpg,802565%20RENE%20WS04SH_9.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802565 RENE WS04SH,7,附图6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802565%20RENE%20WS04SH_10.jpg,802565%20RENE%20WS04SH_10.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802565 RENE WS04SH,8,附图7,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802565%20RENE%20WS04SH_11.jpg,802565%20RENE%20WS04SH_11.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802565 RENE WS04SH,9,附图8,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802565%20RENE%20WS04SH_2.jpg,802565%20RENE%20WS04SH_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802565 RENE WS04SH,10,附图9,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802565%20RENE%20WS04SH_3.jpg,802565%20RENE%20WS04SH_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802566 RENE WS04SH,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802566%20RENE%20WS04SH_4.jpg,802566%20RENE%20WS04SH_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802566 RENE WS04SH,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802566%20RENE%20WS04SH_5.jpg,802566%20RENE%20WS04SH_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802566 RENE WS04SH,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802566%20RENE%20WS04SH_6.jpg,802566%20RENE%20WS04SH_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802566 RENE WS04SH,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802566%20RENE%20WS04SH_7.jpg,802566%20RENE%20WS04SH_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802566 RENE WS04SH,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802566%20RENE%20WS04SH_8.jpg,802566%20RENE%20WS04SH_8.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802566 RENE WS04SH,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802566%20RENE%20WS04SH_9.jpg,802566%20RENE%20WS04SH_9.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802566 RENE WS04SH,7,附图6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802566%20RENE%20WS04SH_10.jpg,802566%20RENE%20WS04SH_10.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802566 RENE WS04SH,8,附图7,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802566%20RENE%20WS04SH_11.jpg,802566%20RENE%20WS04SH_11.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802566 RENE WS04SH,9,附图8,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802566%20RENE%20WS04SH_12.jpg,802566%20RENE%20WS04SH_12.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802566 RENE WS04SH,10,附图9,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802566%20RENE%20WS04SH_13.jpg,802566%20RENE%20WS04SH_13.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802566 RENE WS04SH,11,附图10,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802566%20RENE%20WS04SH_14.jpg,802566%20RENE%20WS04SH_14.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802566 RENE WS04SH,12,附图11,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802566%20RENE%20WS04SH_15.jpg,802566%20RENE%20WS04SH_15.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802566 RENE WS04SH,13,附图12,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802566%20RENE%20WS04SH_2.jpg,802566%20RENE%20WS04SH_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802566 RENE WS04SH,14,附图13,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802566%20RENE%20WS04SH_3.jpg,802566%20RENE%20WS04SH_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802567 RENE WS04SH,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802567%20RENE%20WS04SH_4.jpg,802567%20RENE%20WS04SH_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802567 RENE WS04SH,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802567%20RENE%20WS04SH_5.jpg,802567%20RENE%20WS04SH_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802567 RENE WS04SH,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802567%20RENE%20WS04SH_6.jpg,802567%20RENE%20WS04SH_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802567 RENE WS04SH,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802567%20RENE%20WS04SH_7.jpg,802567%20RENE%20WS04SH_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802567 RENE WS04SH,5,附图4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802567%20RENE%20WS04SH_8.jpg,802567%20RENE%20WS04SH_8.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802567 RENE WS04SH,6,附图5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802567%20RENE%20WS04SH_9.jpg,802567%20RENE%20WS04SH_9.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802567 RENE WS04SH,7,附图6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802567%20RENE%20WS04SH_10.jpg,802567%20RENE%20WS04SH_10.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802567 RENE WS04SH,8,附图7,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802567%20RENE%20WS04SH_11.jpg,802567%20RENE%20WS04SH_11.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802567 RENE WS04SH,9,附图8,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802567%20RENE%20WS04SH_12.jpg,802567%20RENE%20WS04SH_12.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802567 RENE WS04SH,10,附图9,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802567%20RENE%20WS04SH_2.jpg,802567%20RENE%20WS04SH_2.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802567 RENE WS04SH,11,附图10,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802567%20RENE%20WS04SH_3.jpg,802567%20RENE%20WS04SH_3.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802947 RENE WS04SE,1,主图,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802947%20RENE%20WS04SE_4.jpg,802947%20RENE%20WS04SE_4.jpg,是,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802947 RENE WS04SE,2,附图1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802947%20RENE%20WS04SE_5.jpg,802947%20RENE%20WS04SE_5.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802947 RENE WS04SE,3,附图2,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802947%20RENE%20WS04SE_6.jpg,802947%20RENE%20WS04SE_6.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
802947 RENE WS04SE,4,附图3,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/802947%20RENE%20WS04SE_7.jpg,802947%20RENE%20WS04SE_7.jpg,否,是,pattern_and_analysis,90.0%,2025-09-06 19:14:38
