产品编号,图片数量,主图URL,展示图片URLs,所有图片URLs,品牌标签,检测方法,置信度,主图优化,处理时间,文件夹名称
923460 GUCCI WA05LU,7,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923460%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923461 GUCCI WA05LU,5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923461%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923478 GUCCI WA05LU,6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923478%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923479 GUCCI WA05LU,6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923479%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923480 GUCCI WA05LU,6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923480%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923481 GUCCI WA05LU,5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923481%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923482 GUCCI WA05LU,1,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923482%20GUCCI%20WA05LU_1.jpg,,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923482%20GUCCI%20WA05LU_1.jpg,否,insufficient_images,10.0%,否,2025-09-06 19:14:38,products
923483 GUCCI WA05LU,7,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923483%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923483%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923483%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923483%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923483%20GUCCI%20WA05LU_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923483%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923483%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923483%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923483%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923483%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923483%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923483%20GUCCI%20WA05LU_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923483%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923483%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923515 GUCCI WA05LU,6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923515%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923515%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923515%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923515%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923515%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923515%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923515%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923515%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923515%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923515%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923515%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923515%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923516 GUCCI WA05LU,6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923516%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923516%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923516%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923516%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923516%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923516%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923516%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923516%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923516%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923516%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923516%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923516%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923517 GUCCI WA05LU,7,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923517%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923517%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923517%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923517%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923517%20GUCCI%20WA05LU_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923517%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923517%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923517%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923517%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923517%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923517%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923517%20GUCCI%20WA05LU_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923517%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923517%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923518 GUCCI WA05LU,7,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923518%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923518%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923518%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923518%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923518%20GUCCI%20WA05LU_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923518%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923518%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923518%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923518%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923518%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923518%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923518%20GUCCI%20WA05LU_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923518%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923518%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923519 GUCCI WA05LU,7,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923519%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923519%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923519%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923519%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923519%20GUCCI%20WA05LU_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923519%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923519%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923519%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923519%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923519%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923519%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923519%20GUCCI%20WA05LU_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923519%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923519%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923521 GUCCI WA05LU,6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923521%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923521%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923521%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923521%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923521%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923521%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923521%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923521%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923521%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923521%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923521%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923521%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923716 GUCCI WA05LU,6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923716%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923716%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923716%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923716%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923716%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923716%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923716%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923716%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923716%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923716%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923716%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923716%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923717 GUCCI WA05LU,4,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923717%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923717%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923717%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923717%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923717%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923717%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923717%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923717%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923718 GUCCI WA05LU,6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923718%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923718%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923718%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923718%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923718%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923718%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923718%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923718%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923718%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923718%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923718%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923718%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923719 GUCCI WA05LU,6,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923719%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923719%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923719%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923719%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923719%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923719%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923719%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923719%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923719%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923719%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923719%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923719%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923720 GUCCI WA05LU,7,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923720%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923720%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923720%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923720%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923720%20GUCCI%20WA05LU_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923720%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923720%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923720%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923720%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923720%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923720%20GUCCI%20WA05LU_7.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923720%20GUCCI%20WA05LU_8.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923720%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923720%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
923721 GUCCI WA05LU,5,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923721%20GUCCI%20WA05LU_4.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923721%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923721%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923721%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923721%20GUCCI%20WA05LU_3.jpg,https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923721%20GUCCI%20WA05LU_4.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923721%20GUCCI%20WA05LU_5.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923721%20GUCCI%20WA05LU_6.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923721%20GUCCI%20WA05LU_2.jpg | https://trivesa.ams3.cdn.digitaloceanspaces.com/products/products/923721%20GUCCI%20WA05LU_3.jpg,是,pattern_and_analysis,90.0%,否,2025-09-06 19:14:38,products
